88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,88,88,88,88,35,88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,14,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,14,88,88,88,88,35,88,88,88,88,88,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
88,88,88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,
50,50,11,88,88,88,88,88,88,88,88,88,88,88,88,88,51,51,88,88,88,88,88,88,88,88,88,88,88,88,11,50,50,50,50,50,50,50,50,50,
73,73,11,88,88, 5, 5,88,88,88,14,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,11,73,73,73,73,11,11,73,73,73,
73,73,11,88,88, 5, 5,88,88,88,35,88,88,88,88,88,88,88,88,88,88,14,88,88,88,88,88,88,51,51,11,73,73,73,73,11,11,73,73,73,
73,73,11,88,88,22,23,88,88,88,88,88,88,88,88,88,88,88,14,88,88,35,88,88,88,88,88,88,88,88,11,73,73,73,73,22,23,73,73,73,
73,73,11,88,88,24,25,88,88,88,88,88,88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,11,73,73,73,73,24,25,73,73,73,
73,73,11,88,88,88,88,88,88,88,14,88,88,88,88,51,51,88,88,88,88,88,88,88,88,88,88,88,88,88,11,73,73,73,73,73,73,73,73,73,
73,73,11,88,88,88,88,88,88,88,35,88,88,88,88,88,88,14,88,88,88,88,88,88,88,88,51,51,88,88,11,73,73,73,73,73,73,73,73,73,
73,73,11,88,88,88,88,88,88,88,88,88,88,88,88,88,88,35,88,88,88,88,88,88,88,88,88,88,88,88,11,73,73,73,73,73,73,73,73,73,
73,73,11,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,11,73,73,73,73,73,73,73,73,73,
73,73,11,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,11,73,73,73,73,73,73,73,73,73,
73,73,11,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,11,73,73,73,73,73,73,73,73,73,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
