80,74,80,80,74,80,74,74,80,80,74,80,74,80,74,80,80,80,80,80,74,80,74,80,80,80,80,80,80,80,80,80,80,74,74,80,80,80,80,74,
80,81,82,83,80,81,82,83,81,82,82,82,83,80,80,80,74,80,80,80,80,80,80,80,80,80,80,80,80,80,80,74,80,80,80,80,80,80,80,74,
80,84,85,91,82,90,85,91,90,85,85,85,91,82,82,82,83,80,80,80,80,80,80,74,80,80, 0, 2, 4,15,80,80,80,74,80,80,80,80,80,80,
74,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,91,83,80,80,80,80,74,80,80,80,13,11, 3,12,80,80,80,74,80,80,74,80,80,80,
80,87,88,92,85,85,85,85,32,85,85,85,85,85,85,85,85,91,83,80,80,80,80,80,80,80, 7,10, 8, 6,80,80,80,80,74,80,80,80,80,80,
80,80,74,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,91,83,80,80,80,80,80,80,80, 5, 6,80,74,80,80,80,80,80,80,74,80,80,
80,80,80,87,92,85,85,85,36,85,37,85,85,85,85,85,85,85,93,89,80,80,80,80,80,80,80,80,80,74,74,80,74,80,80,80,80,80,80,80,
80,80,80,80,84,85,85,85,85,85,85,85,85,85,85,85,93,88,89,80,80,80,80,80,74,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,84,85,85,85,85,85,85,85,93,88,88,88,89,80,80,80,80,33,80,80,80,80,80,74,80,80,80,74,80,80,80,80,80,80,80,74,
80,80,80,80,87,88,92,85,85,85,85,93,89,80,80,80,80,80,80,80,80,80,80,80,80,80,80,74,80,80,80,74,80,80,80,80,80,80,80,80,
80,80,80,80,80,80,87,88,88,88,88,89,80,80,80,80,80,15, 0, 1, 2, 4,80,80,80,80,74,80,74,74,74,80,80,80,80,80,74,80,80,80,
80,80,80,80,80,80,80,80,80,80,74,80,80,80,80,80, 0, 2,11,11,11,11,12,80,80,80,80,74,74,80,80,74,80,80,80,80,74,80,80,80,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80, 0, 1,11,11,11,11,11,11, 1, 1,12,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
80,80,80,80,74,80,80,80,100,102,80,80,80,80,80,13,11,11,11,11,11,11,11,11,11,14,80,80,80,80,80,80,80,80,80,80,74,80,74,80,
80,80,100,101,102,80,100,101,109,110,101,102,80,80,80, 7,10,11,11,11,11,11,11,11, 8, 6,80,80,80,74,74,80,80,80,80,80,80,80,80,80,
80,100,109,104,110,101,109,104,104,104,104,110,102,80,80,80,13,11,11,11,11,11, 8, 9, 6,80,80,80,80,74,80,80,80,80,80,80,80,80,80,80,
80,103,104,104,16,104,104,104,104,104,104,104,110,102,80,80, 7,10,11,11,11,11,14,80,74,80,80,80,80,80,80,74,80,80,80,80,74,80,80,80,
80,106,111,104,104,104,104,104,16,104,104,104,104,110,102,80,80, 5, 9, 9,10, 8, 6,80,80,80,34,80,80,74,80,80,80,80,80,80,80,80,80,80,
80,80,103,104,104,16,104,104,104,104,104,104,104,104,105,80,15,15,80,15, 5, 6,74,80,80,80,80,80,80,80,80,80,80,80,80,74,80,80,74,80,
80,100,109,16,16,104,104,104,104,35,104,104,104,104,110,102,80,80,80,80,80,80,74,74,80,80,80,80,80,80,80,74,80,80,80,80,80,80,80,74,
80,103,104,104,104,104,104,16,104,104,104,104,16,104,104,110,101,102,80,80,100,102,80,80,80,74,74,80,80,80,74,80,80,80,80,74,80,80,80,74,
100,109,104,16,104,104,104,104,104,104,104,104,104,104,104,104,104,110,101,102,106,108,80,80,80,80,80,80,80,80,80,80,80,74,80,80,80,80,80,80,
103,104,16,104,16,104,104,104,104,104,104,104,104,16,104,104,104,104,104,105,80,80,80,80,80,74,80,74,80,80,80,74,80,74,80,80,74,80,80,80,
109,16,104,104,104,104,16,16,104,104,16,104,104,104,104,104,104,112,107,108,80,113,114,80,80,80,74,80,80,80,80,80,80,80,80,80,80,80,80,80,
16,104,16,104,104,16,104,104,16,104,104,104,112,111,104,112,107,108,74,74,74,115,116,80,80,80,80,80,80,80,80,80,80,80,80,80,80,74,80,80,
16,16,16,16,16,104,112,111,16,16,16,112,108,106,107,108,80,80,80,80,80,80,80,80,80,80,74,80,80,80,80,80,80,80,80,80,80,80,80,80,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,
